sampno,latitude,longitude,GEOID,latitude_work,longitude_work,GEOID_work,hh_income,hh_veh,own_home,race,has_children,hhsize,w_travel,wthhfin,comm_id_home,comm_id_work
70004963,41.892433,-87.669624,17031243200,41.898335,-87.620753,17031081300,125000.0,0,False,1,False,2,5,68.666,24,8.0
70004967,41.963374,-87.670184,17031031900,41.880986,-87.63307,17031839100,125000.0,1,True,1,False,2,5,73.6225,3,32.0
70004973,41.972067,-87.686082,17031040401,41.942585,-87.656644,17031062200,55000.0,1,False,1,False,1,5,74.0757,4,6.0
70004984,41.967038,-87.712652,17031140701,41.875817,-87.617256,17031320400,42500.0,0,False,1,False,2,5,73.8288,14,32.0
70004991,41.943244,-87.643458,17031061901,41.880986,-87.63307,17031839100,10000.0,1,False,1,False,1,-1,424.8505,6,32.0
70004994,41.93466,-87.64673,17031063400,41.892906,-87.626079,17031081500,67500.0,0,False,1,False,1,5,68.5526,6,8.0
70004997,41.90749,-87.635799,17031080300,41.886447,-87.619467,17031320100,125000.0,0,False,1,False,2,5,68.7128,8,32.0
70005015,41.942169,-87.771495,17031151200,42.051688,-88.160644,17031804701,67500.0,3,True,97,False,2,5,354.6158,15,
70005017,41.979912,-87.664188,17031030800,41.878635,-87.642924,17031281900,180000.0,2,False,1,False,2,4,73.6225,77,28.0
70005018,41.957845,-87.676373,17031050100,41.886447,-87.619467,17031320100,67500.0,0,False,1,False,1,4,73.6225,5,32.0
70005021,41.925825,-87.712884,17031220601,41.929078,-87.646293,17031070200,27500.0,1,False,1,False,1,2,605.8173,22,7.0
70005027,41.987226,-87.664936,17031030500,42.065522,-87.681948,17031808800,125000.0,1,True,1,True,3,5,74.2985,77,
70005036,41.885452,-87.643498,17031280100,42.166585,-87.769644,17097865600,125000.0,1,True,1,False,2,5,273.1161,28,
70005038,41.978875,-87.657871,17031030703,41.89967,-87.669838,17031242100,125000.0,0,False,1,False,2,6,73.6225,77,24.0
70005043,41.891022,-87.612931,17031081402,41.895035,-87.619717,17031081401,67500.0,0,False,1,False,1,6,69.0156,8,8.0
70005061,41.97258,-87.694,17031040201,41.875817,-87.617256,17031320400,42500.0,1,False,1,False,1,5,84.4663,4,32.0
70005062,41.886447,-87.619467,17031320100,41.880986,-87.63307,17031839100,180000.0,0,False,1,False,2,5,150.5242,32,32.0
70005070,41.957268,-87.730896,17031160300,41.885286,-87.657249,17031833000,82500.0,1,False,1,False,2,5,73.6322,16,28.0
70005072,41.855772,-87.674674,17031310900,41.893324,-87.63919,17031081800,180000.0,1,False,1,False,2,5,68.4132,31,8.0
70005073,41.790564,-87.652352,17031680500,42.313954,-87.830837,17097863003,67500.0,2,False,2,False,3,5,127.439,68,
70005086,41.949977,-87.730683,17031161000,41.880986,-87.63307,17031839100,67500.0,1,True,1,False,2,5,74.362,16,32.0
70005091,41.905859,-87.630901,17031080202,42.015157,-87.763729,17031807800,125000.0,1,False,1,False,1,5,133.514,8,
70005096,41.914754,-87.654465,17031832600,41.886447,-87.619467,17031320100,180000.0,1,True,1,True,4,5,73.24,7,32.0
70005099,41.953959,-87.642649,17031060800,41.936086,-87.66611,17031062700,82500.0,1,False,1,False,1,5,97.7263,6,6.0
70005102,41.827346,-87.648454,17031839900,41.904728,-87.64922,17031842200,180000.0,2,True,6,True,4,6,615.7184,60,8.0
70005114,41.97258,-87.694,17031040201,42.134407,-87.771102,17031800200,67500.0,2,False,1,False,2,5,73.6225,4,
70005116,41.972954,-87.772611,17031110400,41.880986,-87.63307,17031839100,125000.0,1,False,6,False,2,5,73.6225,11,32.0
70005118,41.936159,-87.661265,17031062800,41.875817,-87.617256,17031320400,42500.0,1,True,1,False,2,3,615.7184,6,32.0
70005125,41.827346,-87.648454,17031839900,41.830207,-87.774547,17031814500,180000.0,2,True,1,False,2,5,609.7901,60,
70005130,41.891022,-87.612931,17031081402,42.054349,-88.054009,17031804603,125000.0,4,False,2,False,3,6,610.2826,8,
70005132,41.944657,-87.700544,17031210100,41.928396,-87.704911,17031220500,32500.0,0,False,1,False,2,5,275.6104,21,22.0
70005133,41.899154,-87.626212,17031081201,42.116325,-87.868708,17031801606,180000.0,1,True,1,False,1,4,497.6323,8,
70005141,41.951517,-87.641778,17031060900,41.787227,-87.577462,17031411000,67500.0,0,False,1,False,1,5,68.4501,6,41.0
70005143,41.895035,-87.619717,17031081401,41.840983,-87.697566,17031843500,82500.0,2,False,6,False,2,5,234.6726,8,30.0
70005144,41.831171,-87.638298,17031840000,41.880986,-87.63307,17031839100,180000.0,2,True,1,False,2,4,271.0796,60,32.0
70005146,41.950447,-87.683507,17031050500,41.880986,-87.63307,17031839100,125000.0,1,False,1,True,3,5,73.6225,5,32.0
70005148,41.914798,-87.676997,17031831000,42.287528,-87.970906,17097863604,125000.0,2,True,1,False,2,5,179.2344,22,
70005153,42.008488,-87.685912,17031020400,41.847544,-87.610198,17031841000,55000.0,2,False,3,False,2,4,73.6858,2,33.0
70005163,41.942585,-87.656644,17031062200,42.097312,-88.019328,17031803901,180000.0,1,True,1,False,2,5,69.5385,6,
70005171,41.929522,-87.632325,17031070101,42.065522,-87.681948,17031808800,67500.0,1,False,1,False,1,6,72.2919,7,
70005172,41.982745,-87.657966,17031030701,42.044784,-87.672522,17031809400,67500.0,1,False,1,False,1,5,73.6225,77,
70005174,41.928465,-87.695086,17031220300,41.880986,-87.63307,17031839100,180000.0,1,False,1,False,2,5,69.2545,22,32.0
70005175,41.973765,-87.64653,17031031300,42.139902,-87.814597,17031801500,125000.0,1,True,1,False,2,5,74.2116,3,
70005176,41.936237,-87.656411,17031062900,41.878635,-87.642924,17031281900,180000.0,1,True,1,False,2,4,83.3959,6,28.0
70005179,41.951517,-87.641778,17031060900,41.826833,-87.672924,17031590600,125000.0,1,False,1,False,2,5,69.3159,6,59.0
70005184,41.847544,-87.610198,17031841000,41.870416,-87.675079,17031838200,180000.0,1,True,1,False,2,5,68.8506,33,28.0
70005185,41.878635,-87.642924,17031281900,42.072944,-87.788117,17031802200,180000.0,1,True,1,False,2,5,69.4871,28,
70005193,41.804016,-87.580489,17031390700,41.901566,-87.638404,17031838300,82500.0,1,False,2,True,3,4,114.0339,39,8.0
70005204,41.90056,-87.694197,17031242600,41.886447,-87.619467,17031320100,82500.0,0,False,1,False,1,5,68.9168,24,32.0
70005205,41.90671,-87.665328,17031241600,41.747276,-87.930975,17043845902,125000.0,1,True,1,False,2,5,73.5411,24,
70005207,41.783468,-87.593521,17031420200,41.880986,-87.63307,17031839100,42500.0,1,False,1,True,3,5,297.9603,42,32.0
70005219,41.892654,-87.652517,17031243500,41.892906,-87.626079,17031081500,125000.0,0,False,1,False,1,5,68.8476,24,8.0
70005238,41.946698,-87.639064,17031061902,41.878667,-87.671689,17031838100,125000.0,1,False,1,False,2,5,69.6928,6,28.0
70005246,42.015941,-87.666535,17031010300,41.892218,-87.631832,17031081700,67500.0,0,False,1,False,1,5,73.6225,1,8.0
70005256,41.90671,-87.665328,17031241600,41.880986,-87.63307,17031839100,125000.0,1,False,1,False,1,5,302.5184,24,32.0
70005259,41.966834,-87.684018,17031040600,41.871694,-87.654124,17031833300,180000.0,2,True,1,True,5,3,656.9668,4,28.0
70005263,41.951517,-87.641778,17031060900,41.880986,-87.63307,17031839100,82500.0,1,True,1,False,1,5,91.348,6,32.0
70005265,41.871367,-87.688681,17031282700,41.893324,-87.63919,17031081800,82500.0,2,True,3,False,2,5,69.6782,28,8.0
70005268,41.914242,-87.625092,17031071500,42.236386,-87.910896,17097866200,180000.0,1,True,1,False,1,5,349.9903,7,
70005269,41.936237,-87.656411,17031062900,41.983487,-87.84485,17031760801,180000.0,1,True,1,False,2,5,69.3159,6,76.0
70005280,41.993026,-87.655022,17031030102,41.870416,-87.675079,17031838200,180000.0,1,True,1,False,2,5,73.7929,77,28.0
70005281,41.966834,-87.684018,17031040600,42.283076,-87.867002,17097863202,125000.0,1,False,1,False,1,5,73.8311,4,
70005285,41.945282,-87.661545,17031061500,41.875817,-87.617256,17031320400,180000.0,2,False,1,False,2,5,69.4966,6,32.0
70005308,42.006865,-87.705186,17031020301,42.115183,-87.787582,17031801800,20000.0,1,True,1,False,1,4,651.0246,2,
70005321,41.859295,-87.615523,17031330100,41.826054,-87.662789,17031590700,125000.0,1,False,1,False,2,5,69.4871,33,59.0
70005327,41.949709,-87.752118,17031150800,41.985435,-87.86942,17031770700,42500.0,1,False,1,False,1,5,79.6423,15,76.0
70005330,41.967011,-87.670621,17031031800,42.100231,-87.740747,17031800500,67500.0,1,True,1,False,1,5,73.8311,3,
70005332,41.944947,-87.685778,17031050900,42.044784,-87.672522,17031809400,55000.0,0,False,1,False,1,2,73.7746,5,
70005342,41.965447,-87.663195,17031031700,41.880986,-87.63307,17031839100,125000.0,0,False,1,False,1,4,73.6225,3,32.0
70005355,41.914242,-87.625092,17031071500,41.892218,-87.631832,17031081700,125000.0,1,False,1,False,1,5,76.5363,7,8.0
70005357,42.015255,-87.813585,17031090100,41.885452,-87.643498,17031280100,82500.0,1,True,1,False,1,5,103.236,9,28.0
70005359,41.893324,-87.63919,17031081800,41.880986,-87.63307,17031839100,180000.0,1,True,1,False,2,4,289.8123,8,32.0
70005360,41.980812,-87.654528,17031030702,41.997277,-87.655986,17031030104,67500.0,2,False,1,False,2,6,73.6858,77,77.0
70005374,41.989584,-87.783014,17031100100,42.02867,-88.021909,17031770202,180000.0,2,True,1,True,3,5,305.5321,10,
70005375,41.950673,-87.666536,17031060400,41.880986,-87.63307,17031839100,180000.0,1,True,1,True,4,5,73.4756,6,32.0
70005376,41.869903,-87.631213,17031839000,42.011303,-87.790002,17031808100,125000.0,1,False,1,False,2,5,69.5971,32,
70005378,41.914754,-87.654465,17031832600,42.125239,-87.828146,17031801702,82500.0,1,True,1,False,1,5,72.2919,7,
70005392,41.945009,-87.680928,17031050800,41.880986,-87.63307,17031839100,67500.0,1,False,1,False,1,5,73.6225,5,32.0
70005393,41.879078,-87.657046,17031833100,42.173681,-87.878362,17097864802,180000.0,2,True,1,False,2,5,404.0053,28,
70005395,41.928967,-87.656156,17031070400,41.880986,-87.63307,17031839100,67500.0,0,False,1,False,1,0,68.4479,7,32.0
70005406,42.008541,-87.694963,17031020302,42.031579,-88.044607,17031804609,55000.0,1,True,1,False,1,5,74.2355,2,
70005409,41.950082,-87.722608,17031160900,41.895035,-87.619717,17031081401,180000.0,1,True,6,True,4,5,76.0054,16,8.0
70005413,41.946698,-87.639064,17031061902,41.880986,-87.63307,17031839100,180000.0,1,True,1,True,4,6,609.1884,6,32.0
70005417,41.942856,-87.717496,17031831100,41.885452,-87.643498,17031280100,125000.0,1,False,1,False,2,5,69.7605,21,28.0
70005424,41.912088,-87.694599,17031240700,42.032911,-87.847208,17031805902,180000.0,2,True,1,False,2,5,246.0415,24,
70005425,41.929522,-87.632325,17031070101,41.790469,-87.601285,17031836200,125000.0,1,False,1,False,2,5,69.5931,7,41.0
70005432,41.936086,-87.66611,17031062700,42.116325,-87.868708,17031801606,180000.0,1,False,1,False,2,4,119.6127,6,
70005437,41.85599,-87.664906,17031310700,41.870416,-87.675079,17031838200,32500.0,0,False,1,False,1,5,68.954,31,28.0
70005440,41.934488,-87.798609,17031180100,41.747276,-87.930975,17043845902,125000.0,2,False,1,False,2,5,73.6225,18,
70005462,41.970695,-87.713004,17031140200,41.859295,-87.615523,17031330100,10000.0,1,True,1,False,2,5,112.0973,14,33.0
70005465,41.921246,-87.685098,17031221600,41.870416,-87.675079,17031838200,180000.0,2,True,1,True,4,4,615.7184,22,28.0
70005466,41.953959,-87.642649,17031060800,41.880986,-87.63307,17031839100,67500.0,2,True,1,True,3,4,71.5787,6,32.0
70005467,41.950082,-87.722608,17031160900,41.880986,-87.63307,17031839100,55000.0,1,True,1,False,2,5,74.0558,16,32.0
70005475,42.000321,-87.663126,17031010503,42.006411,-87.658816,17031010400,20000.0,1,False,2,False,1,5,172.7893,1,1.0
70005477,41.966834,-87.684018,17031040600,41.899154,-87.626212,17031081201,32500.0,1,False,1,False,2,4,73.6225,4,8.0
70005478,41.906707,-87.684686,17031241200,41.777818,-87.850716,17031820202,180000.0,2,True,1,False,2,5,521.4647,24,
70005479,41.797831,-87.603742,17031410500,41.892218,-87.631832,17031081700,125000.0,1,True,1,False,2,6,114.0339,41,8.0
70005484,41.993026,-87.655022,17031030102,41.840676,-87.943904,17043844601,82500.0,2,True,1,False,2,5,73.6225,77,
70005491,41.95774,-87.683717,17031050200,41.868458,-87.642965,17031841900,180000.0,1,False,1,False,2,5,73.8723,5,28.0
70005493,41.965447,-87.663195,17031031700,41.804994,-87.662441,17031611200,67500.0,1,False,1,False,2,5,73.6858,3,61.0
70005495,41.987226,-87.664936,17031030500,41.875817,-87.617256,17031320400,180000.0,2,True,1,False,2,5,88.1239,77,32.0
70005500,41.942691,-87.65177,17031062100,42.006411,-87.658816,17031010400,180000.0,0,False,1,False,4,1,73.4635,6,1.0
70005501,41.951517,-87.641778,17031060900,41.870554,-87.616596,17031320600,125000.0,0,False,1,False,2,5,68.9384,6,32.0
70005502,41.899154,-87.626212,17031081201,41.892558,-87.659848,17031243400,125000.0,0,False,1,False,2,5,69.7293,8,24.0
70005506,41.790562,-87.594017,17031411200,41.879078,-87.657046,17031833100,82500.0,1,False,1,True,4,5,114.0339,41,28.0
70005508,41.930583,-87.642202,17031070102,41.880986,-87.63307,17031839100,125000.0,1,False,1,False,1,4,68.8193,7,32.0
70005523,41.958794,-87.7384,17031160200,41.878635,-87.642924,17031281900,82500.0,1,False,1,False,2,5,73.6225,16,28.0
70005526,41.941576,-87.812371,17031170800,41.828246,-88.016876,17043844401,125000.0,2,True,1,True,5,5,662.6029,17,
70005528,41.88475,-87.684127,17031837800,41.870554,-87.616596,17031320600,55000.0,0,False,1,False,1,4,68.6027,28,32.0
70005531,41.987226,-87.664936,17031030500,42.058204,-87.671892,17031808702,67500.0,2,False,1,False,2,5,74.7364,77,
70005534,41.921855,-87.646211,17031071200,41.868458,-87.642965,17031841900,32500.0,1,False,1,False,2,5,69.7078,7,28.0
70005536,41.957904,-87.671517,17031060200,41.976484,-88.066407,17043841004,67500.0,2,False,1,False,2,5,69.2631,6,
70005537,41.915435,-87.715095,17031222800,41.868458,-87.642965,17031841900,10000.0,0,False,1,False,2,4,68.5181,22,28.0
70005539,41.950447,-87.683507,17031050500,42.056765,-87.755714,17031806900,82500.0,1,False,1,True,3,5,662.6029,5,
70005545,41.899737,-87.664954,17031242000,41.878635,-87.642924,17031281900,180000.0,1,True,1,False,2,5,69.0839,24,28.0
70005547,41.827443,-87.619249,17031839600,41.880986,-87.63307,17031839100,55000.0,1,False,2,False,1,5,157.5967,35,32.0
70005554,41.835067,-87.643162,17031839800,41.868458,-87.642965,17031841900,82500.0,1,False,1,True,4,5,101.5879,60,28.0
70005566,41.90749,-87.635799,17031080300,41.747276,-87.930975,17043845902,125000.0,1,True,6,False,2,5,69.6205,8,
70005571,41.703107,-87.665139,17031720700,41.608868,-88.095939,17197884101,180000.0,3,True,1,False,3,5,832.7355,72,
70005573,41.859295,-87.615523,17031330100,41.787227,-87.577462,17031411000,180000.0,2,True,1,True,4,4,615.7184,33,41.0
70005581,41.886447,-87.619467,17031320100,41.886447,-87.619467,17031320100,55000.0,1,True,1,False,1,5,610.0758,32,32.0
70005583,41.942585,-87.656644,17031062200,42.173681,-87.878362,17097864802,125000.0,2,True,1,True,3,5,156.669,6,
70005590,41.899446,-87.689319,17031242500,41.942549,-87.73857,17031161200,125000.0,1,True,1,True,3,5,71.6386,24,16.0
70005599,42.005594,-87.813096,17031090200,41.880986,-87.63307,17031839100,180000.0,2,True,1,True,3,5,106.5511,9,32.0
70005600,41.929522,-87.632325,17031070101,41.886447,-87.619467,17031320100,10000.0,0,False,1,False,1,-1,72.6281,7,32.0
70005609,41.727616,-87.674736,17031720100,41.875817,-87.617256,17031320400,180000.0,3,True,1,False,2,5,877.4794,72,32.0
70005622,41.859295,-87.615523,17031330100,41.790455,-87.589701,17031411100,180000.0,0,False,1,True,3,5,72.0038,33,41.0
70005623,41.951517,-87.641778,17031060900,41.880986,-87.63307,17031839100,67500.0,1,False,1,False,1,5,68.4132,6,32.0
70005624,41.880986,-87.63307,17031839100,41.892218,-87.631832,17031081700,67500.0,0,True,1,False,1,5,68.7665,32,8.0
70005626,41.893324,-87.63919,17031081800,41.880986,-87.63307,17031839100,125000.0,1,True,1,False,1,4,68.9749,8,32.0
70005629,41.914754,-87.654465,17031832600,41.886447,-87.619467,17031320100,180000.0,1,True,1,False,2,5,68.7735,7,32.0
70005635,41.885452,-87.643498,17031280100,42.173681,-87.878362,17097864802,125000.0,1,False,2,False,1,5,68.4132,28,
70005638,41.973765,-87.64653,17031031300,41.886447,-87.619467,17031320100,55000.0,0,True,1,False,1,5,73.6225,3,32.0
70005645,41.958154,-87.653018,17031032100,41.880986,-87.63307,17031839100,180000.0,0,True,1,False,2,5,73.6225,3,32.0
70005647,41.930583,-87.642202,17031070102,42.006411,-87.658816,17031010400,55000.0,0,False,1,False,1,5,68.4132,7,1.0
70005649,41.95774,-87.683717,17031050200,41.875817,-87.617256,17031320400,180000.0,1,True,1,True,4,5,75.2532,5,32.0
70005654,41.834518,-87.632917,17031340500,41.904728,-87.64922,17031842200,125000.0,1,True,1,False,2,5,69.3159,34,8.0
70005662,41.812708,-87.638408,17031610800,41.816219,-87.651695,17031842600,67500.0,2,True,1,True,3,6,142.9506,61,61.0
70005663,41.945169,-87.668791,17031831900,41.886009,-87.671885,17031280400,67500.0,0,False,1,False,1,5,68.8318,6,28.0
70005667,41.960675,-87.752413,17031150200,42.233828,-87.821279,17097865000,180000.0,2,True,1,True,4,5,91.898,15,
70005677,41.713042,-87.666054,17031720200,41.727616,-87.674736,17031720100,67500.0,0,False,1,False,1,5,114.0339,72,72.0
70005680,41.972545,-87.678818,17031040402,41.859295,-87.615523,17031330100,55000.0,1,False,1,False,2,5,73.6542,4,33.0
70005682,41.943244,-87.643458,17031061901,41.880986,-87.63307,17031839100,180000.0,0,False,1,False,2,5,68.976,6,32.0
70005684,42.008541,-87.694963,17031020302,41.920492,-87.950171,17043840705,82500.0,1,False,1,False,2,5,73.6225,2,
70005693,41.892355,-87.674507,17031243100,41.886447,-87.619467,17031320100,180000.0,1,True,1,False,2,5,69.679,24,32.0
70005696,41.963374,-87.670184,17031031900,41.886447,-87.619467,17031320100,180000.0,2,True,1,False,2,5,73.6355,3,32.0
70005698,41.942585,-87.656644,17031062200,41.870416,-87.675079,17031838200,82500.0,1,False,1,False,3,5,192.8662,6,28.0
70005704,41.945071,-87.676059,17031050700,42.005594,-87.813096,17031090200,82500.0,1,False,1,False,2,5,73.6225,5,9.0
70005710,41.926811,-87.642605,17031070103,41.886447,-87.619467,17031320100,55000.0,0,False,1,False,1,5,68.6027,7,32.0
70005712,41.949709,-87.752118,17031150800,42.02642,-87.797322,17031808200,67500.0,1,True,1,False,1,5,73.8131,15,
70005717,41.908386,-87.660086,17031842300,41.892218,-87.631832,17031081700,55000.0,3,False,1,False,2,5,202.5508,24,8.0
70005736,41.697286,-87.698608,17031740100,41.706965,-87.784187,17031823001,32500.0,2,True,1,False,2,5,325.0441,74,
70005746,41.94556,-87.690034,17031843700,41.804893,-87.672166,17031611400,180000.0,2,True,1,True,4,6,144.4457,5,61.0
70005750,41.929522,-87.632325,17031070101,41.827586,-87.866863,17031818900,67500.0,1,True,1,False,1,5,269.4457,7,
70005751,41.886447,-87.619467,17031320100,41.880986,-87.63307,17031839100,82500.0,0,False,3,False,1,5,68.4132,32,32.0
70005752,41.966834,-87.684018,17031040600,41.878635,-87.642924,17031281900,125000.0,1,False,1,False,1,5,73.6225,4,28.0
70005755,41.959398,-87.703294,17031160601,41.869903,-87.631213,17031839000,125000.0,3,True,1,True,3,-1,74.3431,16,32.0
70005762,41.957885,-87.690444,17031050300,41.97907,-88.014274,17043840201,55000.0,1,False,1,False,1,5,374.2682,5,
70005764,41.684615,-87.671233,17031750500,41.868458,-87.642965,17031841900,67500.0,5,True,1,False,4,3,1022.2925,75,28.0
70005765,41.906031,-87.675314,17031241400,41.885286,-87.657249,17031833000,180000.0,1,False,1,False,2,5,69.6627,24,28.0
70005766,41.979912,-87.664188,17031030800,41.963374,-87.670184,17031031900,32500.0,1,False,1,False,1,5,172.7893,77,3.0
70005776,41.988972,-87.654609,17031030601,41.880986,-87.63307,17031839100,67500.0,0,False,1,False,2,5,74.1404,77,32.0
70005779,41.868458,-87.642965,17031841900,41.892906,-87.626079,17031081500,125000.0,0,False,1,False,2,5,69.5057,28,8.0
70005784,41.906692,-87.71035,17031230900,41.879078,-87.657046,17031833100,125000.0,1,True,1,False,2,4,69.3495,23,28.0
70005790,41.938232,-87.64678,17031063100,41.880986,-87.63307,17031839100,180000.0,1,True,1,True,3,5,71.7069,6,32.0
70005792,41.929078,-87.646293,17031070200,41.880986,-87.63307,17031839100,125000.0,2,False,1,False,2,5,70.9757,7,32.0
70005793,41.935996,-87.67584,17031051300,41.684615,-87.671233,17031750500,125000.0,1,False,1,False,2,5,73.6225,5,75.0
70005802,41.978233,-87.716453,17031831800,41.805371,-88.106411,17043846102,125000.0,4,True,1,False,2,5,421.2794,13,
70005803,41.892433,-87.669624,17031243200,41.899154,-87.626212,17031081201,42500.0,1,False,3,True,3,5,124.873,24,8.0
70005808,41.78317,-87.603558,17031420400,41.840983,-87.697566,17031843500,180000.0,1,False,1,False,2,5,293.3904,42,30.0
70005818,41.942577,-87.647079,17031062000,41.983487,-87.84485,17031760801,55000.0,0,False,1,False,1,4,68.5694,6,76.0
70005824,41.695069,-87.710723,17031740300,41.886447,-87.619467,17031320100,67500.0,1,False,1,False,1,5,114.5492,74,32.0
70005829,41.934163,-87.712572,17031210602,42.043847,-87.966523,17031805108,82500.0,1,False,1,False,1,5,68.6114,21,
70005835,41.994126,-87.704894,17031020702,41.890921,-88.042796,17043841706,42500.0,5,True,3,True,7,6,662.6029,2,
70005841,42.015721,-87.687117,17031020100,41.868458,-87.642965,17031841900,20000.0,0,False,97,False,2,3,73.6225,2,28.0
70005844,41.970286,-87.759852,17031110502,41.886447,-87.619467,17031320100,180000.0,2,True,1,True,3,5,74.0981,11,32.0
70005846,41.967431,-87.694068,17031040700,42.045446,-87.889788,17031806201,125000.0,2,True,1,False,2,5,293.9742,4,
70005849,41.970286,-87.759852,17031110502,42.097312,-88.019328,17031803901,125000.0,3,False,1,False,3,5,73.9734,11,
70005850,41.941294,-87.830702,17031170600,42.058204,-87.671892,17031808702,82500.0,2,False,1,False,3,5,74.4998,17,
70005851,41.994441,-87.66523,17031030200,41.880986,-87.63307,17031839100,180000.0,1,True,1,True,4,4,320.0574,77,32.0
70005854,41.970286,-87.759852,17031110502,41.880986,-87.63307,17031839100,180000.0,3,True,1,False,2,5,73.6225,11,32.0
70005857,41.928763,-87.665677,17031070600,41.806214,-88.196098,17043846413,180000.0,2,True,1,False,2,3,521.4647,7,
70005864,41.892654,-87.652517,17031243500,41.885452,-87.643498,17031280100,180000.0,2,True,1,True,3,5,468.597,24,28.0
70005865,41.960675,-87.752413,17031150200,42.087512,-87.877334,17031801603,180000.0,1,True,1,True,3,6,74.9516,15,
70005866,42.001982,-87.775006,17031120100,41.880986,-87.63307,17031839100,180000.0,3,True,1,True,4,4,74.8892,12,32.0
70005869,41.787227,-87.577462,17031411000,41.892218,-87.631832,17031081700,180000.0,1,True,1,False,2,5,203.2398,41,8.0
70005873,41.964568,-87.772265,17031150401,42.129953,-87.897763,17031802506,125000.0,2,True,3,True,3,3,299.6016,15,
70005876,41.948908,-87.812711,17031170400,41.938923,-87.634673,17031063200,82500.0,1,False,1,False,3,5,653.09,17,6.0
70005877,41.922711,-87.721836,17031220902,41.880986,-87.63307,17031839100,82500.0,1,True,1,False,2,5,69.0521,22,32.0
70005883,41.994441,-87.66523,17031030200,42.09722,-87.75863,17031800800,180000.0,2,True,1,False,2,5,341.0653,77,
70005890,41.921855,-87.646211,17031071200,42.065522,-87.681948,17031808800,82500.0,0,False,1,False,2,5,68.9512,7,
70005898,41.991054,-87.654879,17031030101,41.914112,-87.906438,17031811800,67500.0,1,True,1,False,1,5,73.8311,77,
70005899,41.971537,-87.738943,17031140400,41.880986,-87.63307,17031839100,180000.0,2,True,1,True,3,5,74.0981,14,32.0
70005900,41.977002,-87.761925,17031110501,41.871694,-87.654124,17031833300,32500.0,1,True,6,False,2,5,73.6225,11,28.0
70005904,42.00902,-87.672726,17031010702,41.880986,-87.63307,17031839100,180000.0,1,True,1,False,2,5,75.1137,1,32.0
70005927,41.892654,-87.652517,17031243500,41.886447,-87.619467,17031320100,180000.0,1,True,3,False,2,4,614.4391,24,32.0
70005935,41.914754,-87.654465,17031832600,41.880986,-87.63307,17031839100,82500.0,0,False,1,False,1,4,68.6681,7,32.0
70005938,41.995524,-87.655153,17031030103,41.875817,-87.617256,17031320400,67500.0,0,True,1,False,1,5,73.6225,77,32.0
70005943,41.94649,-87.647115,17031061800,41.895035,-87.619717,17031081401,67500.0,1,False,1,False,2,0,69.5484,6,8.0
70005949,41.926811,-87.642605,17031070103,41.895035,-87.619717,17031081401,32500.0,0,False,1,False,1,5,69.0054,7,8.0
70005952,41.915741,-87.692256,17031832400,41.885452,-87.643498,17031280100,125000.0,1,True,1,True,3,5,75.7407,22,28.0
70005953,42.009148,-87.67862,17031010701,42.255504,-87.864461,17097863500,67500.0,2,False,1,False,2,5,73.7321,1,
70005960,41.928763,-87.665677,17031070600,42.02186,-87.937699,17031805112,67500.0,0,False,1,False,1,2,68.4132,7,
70005961,41.970286,-87.759852,17031110502,42.017151,-87.823984,17031805502,27500.0,0,False,1,False,1,5,98.1878,11,
70005977,41.972954,-87.772611,17031110400,41.880986,-87.63307,17031839100,180000.0,2,True,1,False,2,5,88.8225,11,32.0
70005979,41.946698,-87.639064,17031061902,41.880986,-87.63307,17031839100,67500.0,1,False,1,False,2,5,69.4868,6,32.0
70005990,41.886447,-87.619467,17031320100,41.870416,-87.675079,17031838200,55000.0,1,False,3,False,1,6,120.9,32,28.0
70005991,41.926811,-87.642605,17031070103,41.880986,-87.63307,17031839100,125000.0,1,True,1,False,1,4,76.2922,7,32.0
70005992,41.912088,-87.694599,17031240700,41.875817,-87.617256,17031320400,125000.0,2,True,1,False,2,5,69.2858,24,32.0
70005999,41.958304,-87.660765,17031830700,42.058204,-87.671892,17031808702,82500.0,1,True,97,False,2,5,438.0169,3,
70006000,41.951517,-87.641778,17031060900,41.628065,-87.590094,17031826402,42500.0,1,False,1,False,2,2,69.4091,6,
70006001,41.92096,-87.715253,17031221000,41.887581,-87.820122,17031812000,180000.0,2,True,1,True,4,5,552.3236,22,
70006002,41.957268,-87.730896,17031160300,41.893324,-87.63919,17031081800,42500.0,0,True,1,False,1,5,73.6225,16,8.0
70006003,41.900221,-87.629105,17031081100,41.914754,-87.654465,17031832600,27500.0,0,False,2,False,1,3,610.7076,8,7.0
70006004,41.952651,-87.745255,17031831700,41.886447,-87.619467,17031320100,180000.0,2,True,1,False,4,5,660.4785,15,32.0
70006007,42.016008,-87.680148,17031010201,41.880986,-87.63307,17031839100,82500.0,2,True,6,True,3,4,95.5388,1,32.0
70006018,41.93631,-87.651562,17031063000,42.058204,-87.671892,17031808702,125000.0,0,False,1,False,2,5,70.8003,6,
70006020,41.834098,-87.619292,17031839500,41.717927,-87.613206,17031490500,67500.0,1,False,1,False,1,3,114.6652,35,49.0
70006022,41.695391,-87.686173,17031750300,41.880986,-87.63307,17031839100,180000.0,2,True,1,True,4,5,368.7359,75,32.0
70006024,41.938923,-87.634673,17031063200,41.83496,-87.62517,17031842000,180000.0,1,True,1,False,1,3,473.1275,6,35.0
